-3.8321392340373786,1.6360332819556682,44.58077085642968,5,1
2.6452343767980553,1.789362492067316,41.28878353203156,5,1
19.72141591600552,11.448539163912239,50.36972191291644,5,1
15.863048655003753,6.915155247759458,50.10463917310193,5,1
19.55948856236329,22.75858934276103,46.86197728940242,5,1
31.82768748403018,32.25326082970885,39.321183334618055,5,1
30.803362658385886,37.75881784667578,48.4865057849826,5,1
26.677700538451994,36.32248267594614,50.47555127654752,5,1
42.608136626807834,40.52484906786043,45.42868048893606,5,1
43.42000406355525,50.38331817884844,41.502368617862864,5,1
44.668173544446724,41.808331703847585,49.802336535935126,5,1
47.55806765907681,53.770343203987814,44.470753564943614,5,1
59.04382591946574,66.37002460452254,37.5500171847831,5,1
67.12469835437042,59.19118449499045,51.12749196814803,5,1
68.1740251249199,78.13677870037513,38.94448822191697,5,1
74.8859042648123,78.38052510891136,44.80282039757633,5,1
87.06755387335298,83.06401532073608,46.11612416428007,5,1
80.49610718551311,92.08040215964648,42.190499926208204,5,1
93.98597441298651,92.62992728456219,47.39289957325151,5,1
90.43308426223938,86.28099382440409,39.82217621175,5,1
