9.241307914538897,1.5280692001860927,45,5,1
2.2570285728093613,7.7159720051814356,45,5,1
10.444646921252568,13.101427369125926,45,5,1
20.552190564847066,16.60804120154052,45,5,1
25.719317227376933,23.459533734763117,45,5,1
16.512745350959307,25.884921730133374,45,5,1
35.50285355772976,33.05970723856046,45,5,1
35.99988512534231,30.644045120700202,45,5,1
35.377250010493356,40.09437631175281,45,5,1
46.46552556937389,41.36687889777441,45,5,1
47.3881969426608,53.05773316781207,45,5,1
55.61733563417021,55.256914946022725,45,5,1
57.594816051548335,65.3832494790909,45,5,1
65.36285942791504,73.9858378284167,45,5,1
78.72379949738367,73.30848377825106,45,5,1
76.42936651181778,68.3435929298358,45,5,1
81.3790313471857,83.88419515756765,45,5,1
89.15799248136216,91.68057637904987,45,5,1
89.07381112402737,87.69941048059658,45,5,1
102.54770583055667,97.4246434358713,45,5,1
